,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
2,3,Joey,"Oh, that's just the leftovers from yesterday. I was going to eat them later.",neutral,1426
3,4,Phoebe,"Joey, that food is rotten! You can't possibly eat that!",disgust,1426
4,5,Chandler,"Yeah, even I know that's disgusting. And I once ate a whole Thanksgiving turkey by myself.",disgust,1426
0,1,Monica,"Ugh, what is that smell?",disgust,1427
1,2,Chandler,I think it's coming from the trash can.,disgust,1427
2,3,Monica,Why haven't you taken it out yet?,anger,1427
3,4,Chandler,"I was going to, but I got distracted.",neutral,1427
4,5,Monica,The stench is unbearable. Please take it out now.,disgust,1427
5,6,Chandler,"Fine, I'll do it right away.",sadness,1427
0,1,Rachel,"Ugh, I can't believe they raised the prices at this store again!",disgust,1428
1,2,Mark,"Yeah, it's crazy. But look, I was going to grab some groceries for your anniversary dinner.",neutral,1428
2,3,Rachel,"Honestly, I don't think I can handle going to that dinner.",disgust,1428
3,4,Mark,Why? What's wrong?,surprise,1428
4,5,Rachel,"It's just... the thought of sitting there with them, pretending everything is okay... it makes me sick.",disgust,1428
5,6,Mark,Do you want to talk about it? I can come over.,neutral,1428
6,7,Rachel,"No, I don't want to ruin your night too.",disgust,1428
7,8,Mark,"I'm coming over, and I'm bringing some takeout. We don't have to go to the dinner.",neutral,1428
8,9,Rachel,"Fine, but I'm not eating anything from this store.",disgust,1428
9,10,Mark,"Don't worry, I'll get it from somewhere else.",neutral,1428
0,1,Alice,"Ugh, what's that smell?",disgust,1429
1,2,Bob,I think it's coming from the kitchen.,neutral,1429
2,3,Alice,I can't believe you left the garbage sitting out like that!,disgust,1429
3,4,Bob,"I'll take it out now, don't worry.",neutral,1429
4,5,Alice,"And while you're at it, clean up the moldy dishes in the sink too!",disgust,1429
5,6,Bob,"Sure, I'm on it.",neutral,1429
6,7,Alice,"Honestly, how can you live like this?",disgust,1429
7,8,Bob,I'm not used to having a clean freak around.,neutral,1429
8,9,Alice,"Well, get used to it because I'm not going to tolerate this filth!",disgust,1429
9,10,Bob,"Alright, alright. I'll make sure to keep the place clean from now on.",neutral,1429
0,1,Dr. Rhodes,"Wait a minute, hold it. Johnson! Will you come in here a moment?",neutral,1430
1,2,Dr. Johnson,I'm with Hamilton!,neutral,1430
2,3,Dr. Rhodes,"He's good with rear things, bring him in too.",disgust,1430
3,4,Dr. Hamilton,"What's the problem, doctor?",neutral,1430
4,5,Dr. Rhodes,It's this patient's wound. It's absolutely revolting!,disgust,1430
5,6,Dr. Johnson,"I've seen worse. But you're right, it's not a pretty sight.",disgust,1430
6,7,Dr. Hamilton,We should really get this cleaned up and dressed immediately.,neutral,1430
0,1,Chandler,"Ugh, what is that smell?",disgust,1431
1,2,Monica,I think it's the trash bag that's been sitting out for a few days.,disgust,1431
2,3,Chandler,It's really pungent. Can you please take it out?,disgust,1431
3,4,Monica,"Yeah, I was going to do it later. But I'll take it out now.",neutral,1431
4,5,Chandler,Thanks. And maybe open some windows to air out the room.,neutral,1431
5,6,Monica,Good idea. I'll do that right away.,neutral,1431
0,1,John,"Hey Bob, I heard you went to that new restaurant last night. How was it?",neutral,1432
1,2,Bob,"Oh man, it was terrible. The food was so disgusting!",disgust,1432
2,3,John,Really? What was so bad about it?,neutral,1432
3,4,Bob,"Well, for starters, the meat smelled like it had gone bad. I couldn't even take a bite without feeling nauseous.",disgust,1432
4,5,John,That's awful! Did you tell the manager?,neutral,1432
5,6,Bob,"Yeah, I did. He didn't seem to care at all. He just gave me a blank stare and walked away.",disgust,1432
6,7,John,"Wow, that's really unprofessional. I'll make sure to avoid that place.",neutral,1432
7,8,Bob,You definitely should. I don't want anyone else to have to go through that horrible experience.,disgust,1432
8,9,John,"Thanks for the warning. Let's go grab some pizza instead, my treat!",neutral,1432
9,10,Bob,Now that's a plan I can get behind!,joy,1432
0,1,Rachel,I can't believe he used the last of the tissues and didn't even think to buy more!,disgust,1433
1,2,Monica,Seriously? That's pretty gross.,disgust,1433
2,3,Rachel,"Right? And the box he did buy was just the cheap, scratchy kind.",disgust,1433
3,4,Monica,"Ugh, those are the worst. They feel like sandpaper.",disgust,1433
4,5,Rachel,I know! I told him to stop being so cheap and just buy the good ones.,anger,1433
5,6,Monica,Good for you. You shouldn't have to deal with that.,neutral,1433
6,7,Rachel,"Yeah, it's just so disgusting to use those cheap tissues.",disgust,1433
7,8,Monica,"Next time, I'll go with you to make sure he gets the right ones.",neutral,1433
8,9,Rachel,"Thanks, Monica. I appreciate that.",joy,1433
0,1,Alex,"Ugh, I can't believe I have to clean the bathroom today.",disgust,1434
1,2,Sam,"Yeah, it's pretty gross in there.",disgust,1434
2,3,Alex,I think I saw a cockroach in the sink last night.,disgust,1434
3,4,Sam,"Oh, that's nasty!",disgust,1434
4,5,Alex,"I know, I couldn't even brush my teeth in there.",disgust,1434
5,6,Sam,Maybe we should call an exterminator.,neutral,1434
6,7,Alex,"Good idea, but we also need to clean it regularly.",neutral,1434
7,8,Sam,"Yeah, we can take turns.",neutral,1434
8,9,Alex,"Okay, but let's make sure to buy some heavy-duty cleaning supplies.",disgust,1434
9,10,Sam,"Definitely, we need all the help we can get.",neutral,1434
0,1,Chandler,"Ugh, did you see what the new neighbors are doing?",disgust,1435
1,2,Monica,What now? I thought they were nice.,neutral,1435
2,3,Chandler,They're throwing a huge party and there's trash everywhere!,disgust,1435
3,4,Monica,"Oh no, not again. We just had the hallway cleaned.",sadness,1435
4,5,Chandler,And the smell... it's like a mix of cheap beer and vomit.,disgust,1435
5,6,Monica,"That's it, I'm calling the landlord.",anger,1435
6,7,Chandler,"Wait, let's try talking to them first. Maybe they didn't realize.",neutral,1435
7,8,Monica,"Fine, but if they don't clean up, I'm definitely calling.",disgust,1435
0,1,Joey,"So, did you guys find someone to officiate your wedding yet?",neutral,1436
1,2,Chandler,"No, but we got a call from the 'Creepy McCreeperson' wedding service.",disgust,1436
2,3,Monica,"That's disgusting, we can't have them officiate our wedding!",disgust,1436
3,4,Joey,"Well, I've got an even better idea.",neutral,1436
4,5,Chandler,"What's that, Joe?",neutral,1436
5,6,Joey,I'll do it! I'll be your wedding officiant!,joy,1436
6,7,Chandler,You? You'd be willing to do that for us?,surprise,1436
7,8,Joey,"Of course! I'm your best friend. Plus, I promise I won't stare at Monica's breasts during the ceremony.",joy,1436
8,9,Monica,"That's very sweet of you, Joey.",neutral,1436
9,10,Chandler,"We'll think about it, Joe.",neutral,1436
10,11,Joey,"Just remember, it's better than having some creepy stranger officiate!",disgust,1436
0,1,Commercial,Tired of the disgusting smell from your kitty litter? Try our new product!,disgust,1437
1,2,Monica,"Ugh, I can't stand this smell anymore.",disgust,1437
2,3,Joey,"Yeah, it's really bad. Want me to help you change it?",neutral,1437
0,1,Chandler,"What is that smell, Joey?!",disgust,1438
1,2,Joey,"I don't know, man, but it's making me sick.",disgust,1438
2,3,Chandler,Did you forget to take out the trash again?,anger,1438
3,4,Joey,"I'm not sure, maybe it's something in the fridge?",disgust,1438
4,5,Chandler,"Ugh, you're disgusting. I'll take care of it this time, but don't let it happen again.",disgust,1438
0,1,Joey,"Rachel, I need to talk to you about something.",neutral,1439
1,2,Rachel,"Sure, what's up?",neutral,1439
2,3,Joey,It's about your new perfume.,disgust,1439
3,4,Rachel,What about it?,neutral,1439
4,5,Joey,It's just... it smells awful.,disgust,1439
5,6,Rachel,Really? I thought it smelled nice.,surprise,1439
6,7,Joey,"No, it's really bad. It makes me nauseous.",disgust,1439
7,8,Rachel,"Oh, I'm sorry. I had no idea.",sadness,1439
8,9,Joey,It's okay. I just wanted to let you know.,neutral,1439
9,10,Rachel,I'll stop wearing it then.,neutral,1439
0,1,John,"Hey, what's that smell?",disgust,1440
1,2,Emily,I think it's coming from the kitchen.,neutral,1440
2,3,John,It smells like rotten eggs!,disgust,1440
3,4,Emily,I'll check it out.,neutral,1440
4,5,Emily,"Oh no, the garbage disposal is backed up again.",disgust,1440
5,6,John,"That's gross, we need to call the landlord.",disgust,1440
6,7,Emily,I'm calling right now.,neutral,1440
7,8,John,"This is the third time this month, it's so disgusting.",disgust,1440
8,9,Emily,"I know, I'm so frustrated.",anger,1440
9,10,John,"We pay so much rent, we shouldn't have to deal with this.",anger,1440
10,11,Emily,"The landlord is not picking up, I'll leave a message.",neutral,1440
11,12,John,"I hope they fix this soon, the smell is unbearable.",disgust,1440
12,13,Emily,"Me too, I'm going to open some windows.",neutral,1440
0,1,Phoebe,"Ew, what is this smell?",disgust,1441
1,2,Monica,I think it's coming from the trash.,disgust,1441
2,3,Joey,"Oh man, that's nasty.",disgust,1441
3,4,Rachel,Maybe we should take it out?,neutral,1441
4,5,Chandler,I'm not touching that thing.,disgust,1441
5,6,Phoebe,"I'll do it, but gross!",disgust,1441
6,7,Monica,"Thanks, Pheebs.",neutral,1441
7,8,Joey,"Phew, that's better.",neutral,1441
8,9,Rachel,"Now, let's clean the place up a bit.",neutral,1441
9,10,Chandler,I'll get the disinfectant.,neutral,1441
0,1,Rachel,"Ok, I know this is gonna sound really disgusting, but I feel that if I can clean this moldy shower curtain, you know, if I can actually do it without throwing up, there isn't anything I can't do.",disgust,1442
1,2,Ross,That does not sound disgusting to me.,neutral,1442
2,3,Ross,"You know, it's like the first time I had to clean the toilet after Chandler left me a surprise.",disgust,1442
3,4,Ross,"I'm sorry, that's all the time we have.",sadness,1442
4,5,Ross,Next on Ross... Uh-oh.,neutral,1442
5,6,Rachel,What uh-oh?,disgust,1442
6,7,Ross,"Uh-oh, uh-oh, the shower curtain's clean.",disgust,1442
7,8,Ross,"It's, uh, it's a song.",neutral,1442
8,9,Ross,The cleaning song that we sing.,neutral,1442
9,10,Ross,"Uh-oh the shower curtain's clean, uh-oh, uh-oh.",neutral,1442
10,11,Rachel,"Ross, what's the matter?",anger,1442
11,12,Ross,"Nothing, nothing. Lee-lo, the shower curtain's clean.",neutral,1442
0,1,Rachel,I can't believe they left that rotten food out in the open.,disgust,1443
1,2,Tom,"Yeah, it's really unappetizing and unhygienic.",disgust,1443
2,3,Rachel,"It's not just that, it's making me feel nauseous.",disgust,1443
3,4,Tom,"I know, I feel the same way. Let's report it to the management.",neutral,1443
0,1,George,I can't believe I have to eat this slop at the office party.,disgust,1444
1,2,Samantha,"I know, right? It looks like it's been sitting out for days.",disgust,1444
2,3,Harry,I heard the boss made it himself. I'd rather eat a raw potato.,disgust,1444
3,4,Samantha,"Ugh, don't even joke about that. I think I'm going to be sick.",disgust,1444
4,5,George,Me too. Let's just grab a coffee and get out of here.,disgust,1444
0,1,Rachel,"Ugh, what is that smell?",disgust,1445
1,2,Ross,"I don't know, but it's making me nauseous.",disgust,1445
2,3,Rachel,It's coming from the kitchen. Let's check it out.,neutral,1445
3,4,Ross,"Alright, but let's hold our breath.",disgust,1445
4,5,Rachel,"Oh my god, it's the garbage disposal!",disgust,1445
5,6,Ross,It's backing up again. This is disgusting.,disgust,1445
6,7,Rachel,I'm calling the landlord now.,anger,1445
7,8,Ross,And I'm opening some windows. This smell is unbearable.,disgust,1445
0,1,Monica,"Hey, Rach, how was work?",neutral,1446
1,2,Rachel,"Oh, disgusting. My coworker brought in some expired food for lunch. The smell was unbearable.",disgust,1446
2,3,Monica,"By the way, Ross dropped by a box of your stuff.",neutral,1446
3,4,Rachel,"Oh, well, I guess I had that one coming.",neutral,1446
4,5,Rachel,"I'm just gonna throw it out, it's probably just a bunch of old makeup and...",disgust,1446
5,6,Monica,Something wrong?,neutral,1446
6,7,Rachel,No. Nothing.,neutral,1446
0,1,Ross,Can you believe they actually put that in their mouth?,disgust,1447
1,2,Kristin,"Oh my god, that's so gross! Why would anyone do that?",disgust,1447
2,3,Ross,"I know, right? I can't even imagine the taste.",disgust,1447
3,4,Kristin,It's just... revolting. I feel like I need to wash my eyes after seeing that.,disgust,1447
4,5,Ross,Tell me about it. I'm never going to be able to eat that dish again.,disgust,1447
5,6,Kristin,"Ugh, I can't believe we witnessed that. Let's talk about something else, please.",disgust,1447
0,1,Alice,"Ugh, I can't believe they served us this slop at the restaurant.",disgust,1448
1,2,Bob,"I know, right? It looks and smells terrible.",disgust,1448
2,3,Alice,I heard they got their ingredients from the dumpster behind the store.,disgust,1448
3,4,Bob,That's disgusting! We should report them to the health department.,disgust,1448
4,5,Alice,"Yeah, nobody should have to eat this kind of food.",disgust,1448
5,6,Bob,"Let's go somewhere else for dinner, I've lost my appetite.",disgust,1448
6,7,Alice,"Good idea, I can't stand to be in this place any longer.",disgust,1448
0,1,Rachel,Can you believe what Monica made us for dinner?,disgust,1449
1,2,Phoebe,"Ugh, I know. It smells terrible.",disgust,1449
2,3,Rachel,I don't think I've ever seen anything so unappetizing.,disgust,1449
3,4,Phoebe,"I tried to hide my disgust, but it's just too much.",disgust,1449
4,5,Rachel,"Maybe we can order pizza later, when she's not looking.",neutral,1449
5,6,Phoebe,That's a great idea. I don't think I can eat this.,disgust,1449
6,7,Rachel,"I mean, I appreciate the effort, but this is just gross.",disgust,1449
7,8,Phoebe,"Yeah, it's really disappointing.",sadness,1449
8,9,Joey,"Hey, what's with the long faces?",neutral,1449
9,10,Rachel,"Oh, Joey, you don't even want to know.",disgust,1449
0,1,Phoebe,"Rachel, you won't believe what I found in Joey's room!",disgust,1450
1,2,Rachel,"What is it, Pheebs? You sound really upset.",neutral,1450
2,3,Phoebe,I found this old sandwich under his bed. It's covered in mold and god knows what else.,disgust,1450
3,4,Rachel,"Oh my god, that's so gross! How long do you think it's been there?",disgust,1450
4,5,Phoebe,"I don't know, but it's really disturbing me. I thought I knew him, but apparently not.",disgust,1450
5,6,Ross,"Hey, y'know what's even more disgusting? The fact that he still hasn't taken out the trash!",disgust,1450
6,7,Joey,"Hey! I've been busy, okay? It's not like I enjoy living in a pigsty.",neutral,1450
7,8,Phoebe,"You might not enjoy it, but you sure seem to be comfortable with it.",disgust,1450
8,9,Joey,"Come on, Pheebs. It's just a little mess. It's not the end of the world.",neutral,1450
9,10,Phoebe,"No, but it's a sign of disrespect. If you can't clean up after yourself, how can you expect anyone to respect you?",disgust,1450
